column_name,data_type,family,description,is_available,reasoning
PRI_BLT_2018,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2017,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2016,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2015,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2014,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2013,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2012,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2011,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2010,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2009,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2008,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2007,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2006,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2005,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2004,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2003,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2002,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2001,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
PRI_BLT_2000,STRING,partisan,"D, R or null",false,Party of primary ballot pulled - partisan; excluded.
loaded_at,TIMESTAMP,operational,Loaded at,false,Internal/ETL metadata - not exposed to the agent.
state_postal_code,STRING,geography,State postal code,true,"Geographic / district context - non-PII, non-partisan; included."
state_from_lalvoterid,STRING,operational,State from lalvoterid,false,Internal/ETL metadata - not exposed to the agent.
haystaq_flags_loaded_at,TIMESTAMP,operational,Haystaq flags loaded at,false,Internal/ETL metadata - not exposed to the agent.
hf_activism,STRING,haystaq_issue,Haystaq issue flag: activism,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_attends_church,STRING,haystaq_issue,Haystaq issue flag: attends church,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_candidate_mail,STRING,haystaq_issue,Haystaq issue flag: candidate mail,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_charity_giving,STRING,haystaq_issue,Haystaq issue flag: charity giving,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_community_integration,STRING,haystaq_issue,Haystaq issue flag: community integration,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_dating,STRING,haystaq_issue,Haystaq issue flag: dating,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_dropoff_fill,STRING,haystaq_issue,Haystaq issue flag: dropoff fill,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_most_important_policy_item,STRING,haystaq_issue,Haystaq issue flag: most important policy item,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_political_donations,STRING,haystaq_issue,Haystaq issue flag: political donations,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_religion,STRING,haystaq_issue,Haystaq issue flag: religion,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_responsiveness_email,STRING,haystaq_issue,Haystaq issue flag: responsiveness email,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_responsiveness_live,STRING,haystaq_issue,Haystaq issue flag: responsiveness live,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_responsiveness_sms,STRING,haystaq_issue,Haystaq issue flag: responsiveness sms,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_ticket_splitter,STRING,haystaq_partisan,Haystaq issue flag: ticket splitter,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ticket_splitter_dem,STRING,haystaq_partisan,Haystaq issue flag: ticket splitter dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ticket_splitter_gop,STRING,haystaq_partisan,Haystaq issue flag: ticket splitter gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_2028_horserace_support,STRING,haystaq_partisan,Haystaq issue flag: 2028 horserace support,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_age_limit,STRING,haystaq_issue,Haystaq issue flag: age limit,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_age_limit_dem,STRING,haystaq_partisan,Haystaq issue flag: age limit dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_aoc,STRING,haystaq_partisan,Haystaq issue flag: aoc,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_aoc_dem,STRING,haystaq_partisan,Haystaq issue flag: aoc dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_bernie,STRING,haystaq_partisan,Haystaq issue flag: bernie,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_bernie_dem,STRING,haystaq_partisan,Haystaq issue flag: bernie dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_buttigieg,STRING,haystaq_partisan,Haystaq issue flag: buttigieg,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_buttigieg_dem,STRING,haystaq_partisan,Haystaq issue flag: buttigieg dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_candidate_female_prefer,STRING,haystaq_issue,Haystaq issue flag: candidate female prefer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_candidate_minority_prefer,STRING,haystaq_issue,Haystaq issue flag: candidate minority prefer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_dem_horserace_2028,STRING,haystaq_partisan,Haystaq issue flag: dem horserace 2028,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_harris,STRING,haystaq_partisan,Haystaq issue flag: harris,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_harris_dem,STRING,haystaq_partisan,Haystaq issue flag: harris dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_jd_vance,STRING,haystaq_partisan,Haystaq issue flag: jd vance,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_jd_vance_gop,STRING,haystaq_partisan,Haystaq issue flag: jd vance gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_mamdani,STRING,haystaq_partisan,Haystaq issue flag: mamdani,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_mamdani_dem,STRING,haystaq_partisan,Haystaq issue flag: mamdani dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_mike_johnson,STRING,haystaq_partisan,Haystaq issue flag: mike johnson,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_mike_johnson_gop,STRING,haystaq_partisan,Haystaq issue flag: mike johnson gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_newsom,STRING,haystaq_partisan,Haystaq issue flag: newsom,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_newsom_dem,STRING,haystaq_partisan,Haystaq issue flag: newsom dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_party_leadership_all,STRING,haystaq_partisan,Haystaq issue flag: party leadership all,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_rfkjr,STRING,haystaq_partisan,Haystaq issue flag: rfkjr,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ro_khanna,STRING,haystaq_partisan,Haystaq issue flag: ro khanna,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ro_khanna_dem,STRING,haystaq_partisan,Haystaq issue flag: ro khanna dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_rubio,STRING,haystaq_partisan,Haystaq issue flag: rubio,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_rubio_gop,STRING,haystaq_partisan,Haystaq issue flag: rubio gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_consumer_value,STRING,haystaq_issue,Haystaq issue flag: consumer value,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_electric_vehicle_buyer,STRING,haystaq_issue,Haystaq issue flag: electric vehicle buyer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_home_buyer_any,STRING,haystaq_issue,Haystaq issue flag: home buyer any,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_home_buyer_new,STRING,haystaq_issue,Haystaq issue flag: home buyer new,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_rideshare_user,STRING,haystaq_issue,Haystaq issue flag: rideshare user,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_solar_panel_buyer,STRING,haystaq_issue,Haystaq issue flag: solar panel buyer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_tv_viewer,STRING,haystaq_issue,Haystaq issue flag: tv viewer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_vaping_user,STRING,haystaq_issue,Haystaq issue flag: vaping user,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_affordability_changed_what_you_buy,STRING,haystaq_issue,Haystaq issue flag: affordability changed what you buy,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_affordable_housing_gov,STRING,haystaq_issue,Haystaq issue flag: affordable housing gov,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_amazon_worker_treatment,STRING,haystaq_issue,Haystaq issue flag: amazon worker treatment,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_attitude_towards_unions,STRING,haystaq_issue,Haystaq issue flag: attitude towards unions,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_capitalism_believe,STRING,haystaq_issue,Haystaq issue flag: capitalism believe,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_crypto_buyer,STRING,haystaq_issue,Haystaq issue flag: crypto buyer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_crypto_restrictions,STRING,haystaq_issue,Haystaq issue flag: crypto restrictions,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_economic_anxiety,STRING,haystaq_issue,Haystaq issue flag: economic anxiety,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_economic_despondency,STRING,haystaq_issue,Haystaq issue flag: economic despondency,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gentrification,STRING,haystaq_issue,Haystaq issue flag: gentrification,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gig_work_benefits,STRING,haystaq_issue,Haystaq issue flag: gig work benefits,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gig_worker,STRING,haystaq_issue,Haystaq issue flag: gig worker,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gig_worker_historical,STRING,haystaq_issue,Haystaq issue flag: gig worker historical,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_income_inequality,STRING,haystaq_issue,Haystaq issue flag: income inequality,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_inflation_fault,STRING,haystaq_issue,Haystaq issue flag: inflation fault,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_infrastructure_funding,STRING,haystaq_issue,Haystaq issue flag: infrastructure funding,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_job_seeker,STRING,haystaq_issue,Haystaq issue flag: job seeker,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_tax_cuts,STRING,haystaq_issue,Haystaq issue flag: tax cuts,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_charter_schools,STRING,haystaq_issue,Haystaq issue flag: charter schools,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_critical_race_theory_books,STRING,haystaq_issue,Haystaq issue flag: critical race theory books,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_school_choice,STRING,haystaq_issue,Haystaq issue flag: school choice,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_school_funding,STRING,haystaq_issue,Haystaq issue flag: school funding,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_teachers_union,STRING,haystaq_issue,Haystaq issue flag: teachers union,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_climate_change,STRING,haystaq_issue,Haystaq issue flag: climate change,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gas_tax,STRING,haystaq_issue,Haystaq issue flag: gas tax,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_green_new_deal,STRING,haystaq_issue,Haystaq issue flag: green new deal,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_pipeline_fracking,STRING,haystaq_issue,Haystaq issue flag: pipeline fracking,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_abortion_pro,STRING,haystaq_issue,Haystaq issue flag: abortion pro,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_general_anti_vax_pro_vax,STRING,haystaq_issue,Haystaq issue flag: general anti vax pro vax,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_medicaid_expansion,STRING,haystaq_issue,Haystaq issue flag: medicaid expansion,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_medicare_for_all,STRING,haystaq_issue,Haystaq issue flag: medicare for all,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_obamacare_aca,STRING,haystaq_issue,Haystaq issue flag: obamacare aca,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_area_identity,STRING,haystaq_issue,Haystaq issue flag: area identity,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_ideology_establishment_vs_firebrand_gop,STRING,haystaq_partisan,Haystaq issue flag: ideology establishment vs firebrand gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_fiscal,STRING,haystaq_partisan,Haystaq issue flag: ideology fiscal,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_general,STRING,haystaq_partisan,Haystaq issue flag: ideology general,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_overall_party,STRING,haystaq_partisan,Haystaq issue flag: ideology overall party,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_primary_election,STRING,haystaq_partisan,Haystaq issue flag: ideology primary election,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_progressive_vs_moderate_dem_type,STRING,haystaq_partisan,Haystaq issue flag: ideology progressive vs moderate dem type,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_ideology_social,STRING,haystaq_partisan,Haystaq issue flag: ideology social,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_partisanship_moderate_third_party,STRING,haystaq_partisan,Haystaq issue flag: partisanship moderate third party,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_gamer,STRING,haystaq_issue,Haystaq issue flag: gamer,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_listen_podcaster,STRING,haystaq_issue,Haystaq issue flag: listen podcaster,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_listen_podcaster_leaning,STRING,haystaq_issue,Haystaq issue flag: listen podcaster leaning,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_news_source,STRING,haystaq_issue,Haystaq issue flag: news source,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_podcast_listener,STRING,haystaq_issue,Haystaq issue flag: podcast listener,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_social_media_user,STRING,haystaq_issue,Haystaq issue flag: social media user,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_tv_news_source_most_trusted,STRING,haystaq_issue,Haystaq issue flag: tv news source most trusted,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_china_foreign_policy,STRING,haystaq_issue,Haystaq issue flag: china foreign policy,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_defense_spending,STRING,haystaq_issue,Haystaq issue flag: defense spending,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_immigration_illegal,STRING,haystaq_issue,Haystaq issue flag: immigration illegal,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_israel_committing_genocide,STRING,haystaq_issue,Haystaq issue flag: israel committing genocide,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_israel_military_actions,STRING,haystaq_issue,Haystaq issue flag: israel military actions,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_israel_military_actions_dem,STRING,haystaq_partisan,Haystaq issue flag: israel military actions dem,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_israel_military_actions_gop,STRING,haystaq_partisan,Haystaq issue flag: israel military actions gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_mass_deportations,STRING,haystaq_issue,Haystaq issue flag: mass deportations,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_mexican_wall,STRING,haystaq_issue,Haystaq issue flag: mexican wall,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_military_family_relationship,STRING,haystaq_issue,Haystaq issue flag: military family relationship,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_military_family_self,STRING,haystaq_issue,Haystaq issue flag: military family self,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_super_power_policy,STRING,haystaq_issue,Haystaq issue flag: super power policy,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_2025_government_shutdown_fault,STRING,haystaq_issue,Haystaq issue flag: 2025 government shutdown fault,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_artificial_intelligence,STRING,haystaq_issue,Haystaq issue flag: artificial intelligence,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_christian_values,STRING,haystaq_issue,Haystaq issue flag: christian values,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_college_admissions_race,STRING,haystaq_issue,Haystaq issue flag: college admissions race,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_concerned_job_loss_due_to_ai,STRING,haystaq_issue,Haystaq issue flag: concerned job loss due to ai,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_conspiracy,STRING,haystaq_issue,Haystaq issue flag: conspiracy,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_dei,STRING,haystaq_issue,Haystaq issue flag: dei,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_doge,STRING,haystaq_issue,Haystaq issue flag: doge,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_domestic_deployment_of_troops,STRING,haystaq_issue,Haystaq issue flag: domestic deployment of troops,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_epstein_files,STRING,haystaq_issue,Haystaq issue flag: epstein files,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_ice_actions,STRING,haystaq_issue,Haystaq issue flag: ice actions,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_jan_6th_pardons,STRING,haystaq_issue,Haystaq issue flag: jan 6th pardons,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_police_trust,STRING,haystaq_issue,Haystaq issue flag: police trust,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_political_troll,STRING,haystaq_issue,Haystaq issue flag: political troll,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_same_sex_marriage,STRING,haystaq_issue,Haystaq issue flag: same sex marriage,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_snap,STRING,haystaq_issue,Haystaq issue flag: snap,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_traditional_gender_roles,STRING,haystaq_issue,Haystaq issue flag: traditional gender roles,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_trans_athlete,STRING,haystaq_issue,Haystaq issue flag: trans athlete,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_view_of_opposition,STRING,haystaq_partisan,Haystaq issue flag: view of opposition,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_violent_crime,STRING,haystaq_issue,Haystaq issue flag: violent crime,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_voting_fraud_concern,STRING,haystaq_issue,Haystaq issue flag: voting fraud concern,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_campaign_finance_reform,STRING,haystaq_issue,Haystaq issue flag: campaign finance reform,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_casino,STRING,haystaq_issue,Haystaq issue flag: casino,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_death_penalty,STRING,haystaq_issue,Haystaq issue flag: death penalty,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_gun_control,STRING,haystaq_issue,Haystaq issue flag: gun control,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_marijuana_legal,STRING,haystaq_issue,Haystaq issue flag: marijuana legal,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_online_gambling,STRING,haystaq_issue,Haystaq issue flag: online gambling,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_public_transit,STRING,haystaq_issue,Haystaq issue flag: public transit,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_regulations,STRING,haystaq_issue,Haystaq issue flag: regulations,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_stadium_public_financing,STRING,haystaq_issue,Haystaq issue flag: stadium public financing,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_trump,STRING,haystaq_partisan,Haystaq issue flag: trump,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_3rd_term,STRING,haystaq_partisan,Haystaq issue flag: trump 3rd term,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_gop,STRING,haystaq_partisan,Haystaq issue flag: trump gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_tariffs,STRING,haystaq_partisan,Haystaq issue flag: trump tariffs,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_ukraine_policy,STRING,haystaq_partisan,Haystaq issue flag: trump ukraine policy,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_vs_harris,STRING,haystaq_partisan,Haystaq issue flag: trump vs harris,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_trump_vs_harris_double_dislike,STRING,haystaq_partisan,Haystaq issue flag: trump vs harris double dislike,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_likely_ev,STRING,haystaq_issue,Haystaq issue flag: likely ev,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_mid_term_voter,STRING,haystaq_issue,Haystaq issue flag: likely mid term voter,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_presidential_voter,STRING,haystaq_issue,Haystaq issue flag: likely presidential voter,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_presidential_voter_and_likely_ev,STRING,haystaq_issue,Haystaq modeled flag - Likely Presidential Voter And Likely Ev; Combination Flags: High Turnout and Likely Early Voters; flag=1 means condition met.,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_presidential_voter_and_likely_vbm,STRING,haystaq_issue,Haystaq issue flag: likely presidential voter and likely vbm,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_presidential_voter_and_unlikely_ev,STRING,haystaq_issue,Haystaq modeled flag - Likely Presidential Voter And Unlikely Ev; Combination Flags: Low Turnout and Unlikely Early Voters; flag=1 means condition met.,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_presidential_voter_and_unlikely_vbm,STRING,haystaq_issue,Haystaq issue flag: likely presidential voter and unlikely vbm,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_likely_vbm,STRING,haystaq_issue,Haystaq issue flag: likely vbm,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_unlikely_presidential_voter_and_likely_vbm,STRING,haystaq_issue,Haystaq issue flag: unlikely presidential voter and likely vbm,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_felon_voting,STRING,haystaq_issue,Haystaq issue flag: felon voting,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_rank_choice_voting,STRING,haystaq_issue,Haystaq issue flag: rank choice voting,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_redistricting,STRING,haystaq_issue,Haystaq issue flag: redistricting,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_alien_disclosure_govt,STRING,haystaq_issue,Haystaq issue flag: alien disclosure govt,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_autonomous_vehicles,STRING,haystaq_issue,Haystaq issue flag: autonomous vehicles,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_civil_liberties,STRING,haystaq_issue,Haystaq issue flag: civil liberties,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_despondency,STRING,haystaq_issue,Haystaq issue flag: despondency,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_elon_musk,STRING,haystaq_partisan,Haystaq issue flag: elon musk,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_elon_musk_gop,STRING,haystaq_partisan,Haystaq issue flag: elon musk gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_family_medical_leave,STRING,haystaq_issue,Haystaq issue flag: family medical leave,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_free_community_college,STRING,haystaq_issue,Haystaq issue flag: free community college,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_haley,STRING,haystaq_partisan,Haystaq issue flag: haley,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_haley_gop,STRING,haystaq_partisan,Haystaq issue flag: haley gop,false,Haystaq candidate/party/ideology/horserace model - partisan; excluded for Serve.
hf_insurance_of_last_resort,STRING,haystaq_issue,Haystaq issue flag: insurance of last resort,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_jobs_guarantee,STRING,haystaq_issue,Haystaq issue flag: jobs guarantee,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_min_wage_15,STRING,haystaq_issue,Haystaq issue flag: min wage 15,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_opioid_crisis,STRING,haystaq_issue,Haystaq issue flag: opioid crisis,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_sell_federal_lands,STRING,haystaq_issue,Haystaq issue flag: sell federal lands,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_social_media_truth_vs_speech,STRING,haystaq_issue,Haystaq issue flag: social media truth vs speech,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_social_security_tax_increase,STRING,haystaq_issue,Haystaq issue flag: social security tax increase,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_state_level_fema,STRING,haystaq_issue,Haystaq issue flag: state level fema,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_tribalism,STRING,haystaq_issue,Haystaq issue flag: tribalism,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_trust_science,STRING,haystaq_issue,Haystaq issue flag: trust science,true,Haystaq non-partisan issue/behavioral model; included for Serve.
hf_united_healthcare,STRING,haystaq_issue,Haystaq issue flag: united healthcare,true,Haystaq non-partisan issue/behavioral model; included for Serve.
